date,serial_number,model,capacity_bytes,failure,smart_1_normalized,smart_1_raw,smart_2_normalized,smart_2_raw,smart_3_normalized,smart_3_raw,smart_4_normalized,smart_4_raw,smart_5_normalized,smart_5_raw,smart_7_normalized,smart_7_raw,smart_8_normalized,smart_8_raw,smart_9_normalized,smart_9_raw,smart_10_normalized,smart_10_raw,smart_11_normalized,smart_11_raw,smart_12_normalized,smart_12_raw,smart_13_normalized,smart_13_raw,smart_15_normalized,smart_15_raw,smart_16_normalized,smart_16_raw,smart_17_normalized,smart_17_raw,smart_18_normalized,smart_18_raw,smart_22_normalized,smart_22_raw,smart_23_normalized,smart_23_raw,smart_24_normalized,smart_24_raw,smart_168_normalized,smart_168_raw,smart_170_normalized,smart_170_raw,smart_173_normalized,smart_173_raw,smart_174_normalized,smart_174_raw,smart_177_normalized,smart_177_raw,smart_179_normalized,smart_179_raw,smart_181_normalized,smart_181_raw,smart_182_normalized,smart_182_raw,smart_183_normalized,smart_183_raw,smart_184_normalized,smart_184_raw,smart_187_normalized,smart_187_raw,smart_188_normalized,smart_188_raw,smart_189_normalized,smart_189_raw,smart_190_normalized,smart_190_raw,smart_191_normalized,smart_191_raw,smart_192_normalized,smart_192_raw,smart_193_normalized,smart_193_raw,smart_194_normalized,smart_194_raw,smart_195_normalized,smart_195_raw,smart_196_normalized,smart_196_raw,smart_197_normalized,smart_197_raw,smart_198_normalized,smart_198_raw,smart_199_normalized,smart_199_raw,smart_200_normalized,smart_200_raw,smart_201_normalized,smart_201_raw,smart_218_normalized,smart_218_raw,smart_220_normalized,smart_220_raw,smart_222_normalized,smart_222_raw,smart_223_normalized,smart_223_raw,smart_224_normalized,smart_224_raw,smart_225_normalized,smart_225_raw,smart_226_normalized,smart_226_raw,smart_231_normalized,smart_231_raw,smart_232_normalized,smart_232_raw,smart_233_normalized,smart_233_raw,smart_235_normalized,smart_235_raw,smart_240_normalized,smart_240_raw,smart_241_normalized,smart_241_raw,smart_242_normalized,smart_242_raw,smart_250_normalized,smart_250_raw,smart_251_normalized,smart_251_raw,smart_252_normalized,smart_252_raw,smart_254_normalized,smart_254_raw,smart_255_normalized,smart_255_raw,source_file,smart_175_normalized,smart_175_raw,smart_180_normalized,smart_180_raw,smart_202_normalized,smart_202_raw,smart_206_normalized,smart_206_raw,smart_210_normalized,smart_210_raw,smart_234_normalized,smart_234_raw,smart_245_normalized,smart_245_raw,smart_247_normalized,smart_247_raw,smart_248_normalized,smart_248_raw,smart_160_normalized,smart_160_raw,smart_161_normalized,smart_161_raw,smart_163_normalized,smart_163_raw,smart_164_normalized,smart_164_raw,smart_165_normalized,smart_165_raw,smart_166_normalized,smart_166_raw,smart_167_normalized,smart_167_raw,smart_169_normalized,smart_169_raw,smart_171_normalized,smart_171_raw,smart_172_normalized,smart_172_raw,smart_176_normalized,smart_176_raw,smart_178_normalized,smart_178_raw,smart_230_normalized,smart_230_raw,smart_244_normalized,smart_244_raw,smart_246_normalized,smart_246_raw,datacenter,cluster_id,vault_id,pod_id,pod_slot_num,is_legacy_format,smart_27_normalized,smart_27_raw,smart_71_normalized,smart_71_raw,smart_82_normalized,smart_82_raw,smart_90_normalized,smart_90_raw,smart_211_normalized,smart_211_raw,smart_212_normalized,smart_212_raw
2020-07-04,Z303QPXP,ST4000DM000,4000787030016,1,120.0,242116952.0,,,96.0,0.0,100.0,4.0,100.0,0.0,84.0,245233199.0,,,54.0,40872.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,76.0,24.0,100.0,0.0,100.0,0.0,93.0,14620.0,24.0,24.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,40718.0,100.0,56861924656.0,100.0,241976741985.0,,,,,,,,,,,2020-07-04.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-04,ZA14EMXV,ST8000NM0055,8001563222016,1,54.0,181124688.0,,,95.0,0.0,100.0,4.0,88.0,47904.0,95.0,3424622559.0,,,68.0,28825.0,100.0,0.0,,,100.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,6.0,94.0,100.0,0.0,100.0,0.0,60.0,40.0,93.0,14017.0,100.0,6.0,83.0,34376.0,40.0,40.0,83.0,181124688.0,,,100.0,8.0,100.0,8.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,28800.0,100.0,67542054616.0,100.0,218891111390.0,,,,,,,,,,,2020-07-04.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-05,ZA12NPFJ,ST8000DM002,8001563222016,1,81.0,134972816.0,,,84.0,0.0,100.0,11.0,100.0,0.0,89.0,724352724.0,,,61.0,34442.0,100.0,0.0,,,100.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,63.0,37.0,90.0,20667.0,100.0,10.0,94.0,12139.0,37.0,37.0,1.0,134972816.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,34380.0,100.0,73280624992.0,100.0,263517134246.0,,,,,,,,,,,2020-07-05.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-05,Z3058TJ2,ST4000DM000,4000787030016,1,115.0,94452536.0,,,93.0,0.0,100.0,7.0,100.0,0.0,82.0,184091225.0,,,55.0,39916.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,84.0,33041.0,22.0,22.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,39670.0,100.0,56589601512.0,100.0,230880688658.0,,,,,,,,,,,2020-07-05.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-05,ZLW0GPC5,ST12000NM001G,12000138625024,1,84.0,243272624.0,,,94.0,0.0,100.0,5.0,100.0,48.0,82.0,165057715.0,,,99.0,1252.0,100.0,0.0,,,100.0,5.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,99.0,1.0,100.0,0.0,,,65.0,35.0,,,100.0,0.0,100.0,466.0,35.0,35.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1073.0,100.0,18028946656.0,100.0,19323933406.0,,,,,,,,,,,2020-07-05.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-05,ZCH06NKZ,ST12000NM0007,12000138625024,1,84.0,236218840.0,,,90.0,0.0,100.0,14.0,100.0,0.0,89.0,855216070.0,,,74.0,23489.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,,,77.0,23.0,,,100.0,310.0,100.0,1097.0,23.0,23.0,84.0,236218840.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,23351.0,100.0,73195070320.0,100.0,222207382884.0,,,,,,,,,,,2020-07-05.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-05,Z3054GHK,ST4000DM000,4000787030016,1,111.0,103798984.0,,,93.0,0.0,100.0,7.0,98.0,1896.0,81.0,131228704.0,,,56.0,39221.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,5.0,100.0,0.0,34.0,66.0,100.0,0.0,100.0,0.0,79.0,21.0,100.0,0.0,100.0,0.0,96.0,9428.0,21.0,21.0,,,,,100.0,24.0,100.0,24.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,39132.0,100.0,55546983400.0,100.0,212567357795.0,,,,,,,,,,,2020-07-05.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,ZHZ5W6L4,ST12000NM0008,12000138625024,1,55.0,77334824.0,,,99.0,0.0,100.0,1.0,91.0,27664.0,85.0,295516546.0,,,98.0,1917.0,100.0,0.0,,,100.0,1.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,29.0,96.0,17180131332.0,,,59.0,41.0,,,100.0,0.0,100.0,273.0,41.0,41.0,4.0,77334824.0,,,1.0,99896.0,1.0,99896.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,1839.0,100.0,28699774464.0,100.0,36563254546.0,,,,,,,,,,,2020-07-06.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,Z304HKB9,ST4000DM000,4000787030016,1,103.0,131413793.0,,,92.0,0.0,100.0,11.0,100.0,0.0,87.0,647013927.0,,,54.0,40332.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,2.0,100.0,0.0,40.0,60.0,100.0,0.0,100.0,0.0,78.0,22.0,100.0,0.0,100.0,0.0,32.0,137949.0,22.0,22.0,,,,,98.0,360.0,98.0,360.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,39505.0,100.0,41350289032.0,100.0,326069870330.0,,,,,,,,,,,2020-07-06.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,ZHZ3S155,ST12000NM0008,12000138625024,1,64.0,160083864.0,,,97.0,0.0,100.0,3.0,100.0,0.0,75.0,34188077.0,,,93.0,6502.0,100.0,0.0,,,100.0,1.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,68.0,100.0,0.0,,,73.0,27.0,,,100.0,33.0,100.0,355.0,27.0,27.0,2.0,160083864.0,,,100.0,8.0,100.0,8.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,6345.0,100.0,50921113848.0,100.0,102315362234.0,,,,,,,,,,,2020-07-06.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-06,ZHZ4302P,ST12000NM0008,12000138625024,1,65.0,29964808.0,,,98.0,0.0,100.0,2.0,100.0,0.0,90.0,894445406.0,,,94.0,6073.0,100.0,0.0,,,100.0,2.0,,,,,,,,,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,11.0,100.0,0.0,,,66.0,34.0,,,100.0,44.0,100.0,346.0,34.0,34.0,2.0,29964808.0,,,100.0,320.0,100.0,320.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,6015.0,100.0,51248761208.0,100.0,87453297320.0,,,,,,,,,,,2020-07-06.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,S301KX66,ST4000DM000,4000787030016,1,113.0,50973440.0,,,91.0,0.0,100.0,12.0,100.0,0.0,82.0,195776343.0,,,54.0,41098.0,100.0,0.0,,,100.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,89.0,11.0,100.0,0.0,100.0,0.0,100.0,0.0,82.0,18.0,100.0,0.0,100.0,0.0,96.0,9371.0,18.0,18.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,41017.0,100.0,59050261696.0,100.0,212401874431.0,,,,,,,,,,,2020-07-07.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,ZCH074SE,ST12000NM0007,12000138625024,1,81.0,137659592.0,,,90.0,0.0,100.0,8.0,1.0,43272.0,84.0,246384687.0,,,74.0,23142.0,100.0,0.0,,,100.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1665.0,100.0,0.0,,,63.0,37.0,,,100.0,348.0,99.0,3098.0,37.0,37.0,81.0,137659592.0,,,100.0,0.0,100.0,0.0,200.0,0.0,100.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,100.0,22234.0,100.0,66247896056.0,100.0,209769811383.0,,,,,,,,,,,2020-07-07.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,ZA12RB44,ST8000DM002,8001563222016,1,51.0,33312448.0,,,84.0,0.0,100.0,10.0,85.0,59776.0,91.0,1138629666.0,,,61.0,34473.0,100.0,0.0,,,100.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.0,289.0,100.0,0.0,100.0,0.0,56.0,44.0,94.0,12759.0,100.0,7.0,96.0,9550.0,44.0,44.0,21.0,33312448.0,,,100.0,24.0,100.0,24.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,34211.0,100.0,70182841576.0,100.0,258500651206.0,,,,,,,,,,,2020-07-07.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,ZDECTKQC,ST500LM030,500107862016,1,80.0,92536360.0,,,99.0,0.0,100.0,13.0,100.0,0.0,88.0,617973878.0,,,87.0,12006.0,100.0,0.0,,,100.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,61.0,39.0,100.0,0.0,100.0,6.0,100.0,49.0,39.0,39.0,,,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,12005.0,100.0,43720619192.0,100.0,21330488380.0,,,,,,,100.0,0.0,,,2020-07-07.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,ZA180RDW,ST8000NM0055,8001563222016,1,81.0,136865248.0,,,89.0,0.0,100.0,8.0,100.0,72.0,95.0,2890565821.0,,,72.0,25027.0,100.0,0.0,,,100.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,100.0,0.0,100.0,0.0,100.0,0.0,58.0,42.0,91.0,18936.0,100.0,45.0,92.0,16021.0,42.0,42.0,81.0,136865248.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,25002.0,100.0,58477308424.0,100.0,217440930944.0,,,,,,,,,,,2020-07-07.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-07-07,ZA16DDTZ,ST8000NM0055,8001563222016,1,52.0,240880936.0,,,89.0,0.0,100.0,17.0,77.0,25760.0,94.0,2679097334.0,,,67.0,29164.0,100.0,0.0,,,100.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,0.0,1.0,157.0,100.0,0.0,100.0,0.0,53.0,47.0,95.0,10345.0,100.0,16.0,83.0,35596.0,47.0,47.0,84.0,240880936.0,,,100.0,0.0,100.0,0.0,200.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,29120.0,100.0,69108893488.0,100.0,220600188252.0,,,,,,,,,,,2020-07-07.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
